name,type,source,producers,genre,studio,episodes,airing,duration,rating,score,scored_by,rank,popularity,members,favorites
Madonna: Kanjuku Body Collection,OVA,Visual novel,['MS Pictures'],"['Harem', 'Hentai']",[],1.0,False,29 min,Rx - Hentai,6.62,937.0,,6274.0,3219.0,20.0
Girlfriend (Kari),TV,Game,"['TV Tokyo', 'VAP', 'Age Global Networks']","['School', 'Slice of Life']",['Silver Link.'],12.0,False,24 min per ep,PG-13 - Teens 13 or older,6.0,8490.0,7723.0,2257.0,31335.0,46.0
Akagaki Genzou: Tokuri no Wakare,Movie,Original,[],['Comedy'],[],1.0,False,Unknown,G - All Ages,4.46,24.0,10355.0,13053.0,149.0,1.0
Anime Koten Bungaku Kan,OVA,Unknown,['Vega Entertainment'],"['Historical', 'Kids']","['Nippon Animation', 'Studio Gallop']",6.0,False,18 min per ep,G - All Ages,5.2,20.0,10389.0,13152.0,144.0,1.0
Akaoni to Aooni no Tango,Music,Original,['NHK'],"['Music', 'Kids']",[],1.0,False,2 min,G - All Ages,5.12,145.0,9599.0,11409.0,274.0,0.0
Amigo Tomodachi,OVA,Unknown,[],"['School', 'Slice of Life']",[],1.0,False,15 min,G - All Ages,5.75,16.0,10376.0,13508.0,127.0,0.0
Aoi Umi to Shounen,OVA,Unknown,['Shinano Kikaku'],['Slice of Life'],[],1.0,False,40 min,G - All Ages,4.42,36.0,10410.0,12607.0,172.0,0.0
Juuou Mujin no Fafnir,TV,Light novel,"['TBS', 'Kodansha', 'DAX Production', 'Nippon Columbia', 'Daiichikosho', 'RAY', 'Nichion', 'NichiNare']","['Fantasy', 'Harem', 'Romance', 'School']",['Diomedea'],12.0,False,24 min per ep,PG-13 - Teens 13 or older,6.41,45137.0,6161.0,993.0,96216.0,121.0
Barnacle Lou,TV,Unknown,['Olive Studio'],['Kids'],[],52.0,False,7 min per ep,PG - Children,5.43,21.0,10494.0,13464.0,129.0,0.0
Hare Tokidoki Buta,Movie,Picture book,['Gakken'],"['Comedy', 'Kids']",[],1.0,False,1 hr 14 min,PG - Children,5.62,29.0,11129.0,13132.0,145.0,0.0
Bunbuku Chagama,Movie,Other,[],['Kids'],[],1.0,False,15 min,G - All Ages,5.67,30.0,10570.0,12483.0,180.0,0.0
Chiisai Sensuikan ni Koi wo Shita Dekasugiru Kujira no Hanashi,Special,Unknown,[],"['Fantasy', 'Military', 'Kids']",['Shin-Ei Animation'],1.0,False,45 min,PG - Children,5.69,13.0,10645.0,13573.0,124.0,0.0
Sidonia no Kishi: Daikyuu Wakusei Seneki,TV,Manga,"['Starchild Records', 'Mainichi Broadcasting System', 'Kodansha', 'Studio Mausu']","['Action', 'Sci-Fi', 'Space', 'Mecha', 'Seinen']",['Polygon Pictures'],12.0,False,24 min per ep,R - 17+ (violence & profanity),7.86,45547.0,793.0,1106.0,84249.0,327.0
Cook no Polka,Music,Music,['NHK'],"['Kids', 'Music']",[],1.0,False,2 min,G - All Ages,4.59,88.0,10088.0,12422.0,184.0,0.0
Neko Funjatta,Music,Original,['NHK'],"['Music', 'Kids']",[],1.0,False,2 min,G - All Ages,4.96,75.0,9794.0,12840.0,160.0,0.0
Go-hiki no Kobuta to Charleston,Music,Music,['NHK'],"['Music', 'Kids']",[],1.0,False,2 min,G - All Ages,4.64,77.0,10054.0,12438.0,183.0,0.0
Kaitou Joker,TV,Manga,"['Asatsu DK', 'Tokyo MX']","['Adventure', 'Comedy', 'Mystery', 'Shounen']",['Shin-Ei Animation'],13.0,False,24 min per ep,PG - Children,6.97,2731.0,3771.0,4222.0,8648.0,73.0
Kyonyuu Try!: Tanki Shuuchuu Chichi Momi Lesson,OVA,Visual novel,['T-Rex'],['Hentai'],[],1.0,False,27 min,Rx - Hentai,6.94,1191.0,,6149.0,3381.0,17.0
Bokura wa Minna Kawai-sou: Hajimete no,Special,Manga,[],"['Slice of Life', 'Comedy', 'Romance', 'School', 'Seinen']","[""Brain's Base""]",1.0,False,24 min,PG-13 - Teens 13 or older,7.73,17007.0,1031.0,2282.0,30646.0,32.0
Aoki Hagane no Arpeggio: Ars Nova DC,Movie,Manga,"['Sotsu', 'DAX Production']","['Action', 'Sci-Fi', 'Seinen']",['SANZIGEN'],1.0,False,1 hr 45 min,PG-13 - Teens 13 or older,7.52,7857.0,1592.0,3010.0,18531.0,34.0
Aoki Hagane no Arpeggio: Ars Nova Cadenza,Movie,Manga,['Sotsu'],"['Action', 'Sci-Fi', 'Seinen']",['SANZIGEN'],1.0,False,1 hr 45 min,PG-13 - Teens 13 or older,8.01,8034.0,552.0,2831.0,20938.0,105.0
Chibikko Kamu no Bouken,Movie,Unknown,[],"['Adventure', 'Kids']",[],1.0,False,1 hr 5 min,PG - Children,6.0,10.0,10630.0,13986.0,103.0,0.0
Chuuchuu Banban,Movie,Unknown,[],"['Adventure', 'Kids']",['Toei Animation'],1.0,False,25 min,PG - Children,5.91,11.0,10692.0,13532.0,126.0,0.0
Recorder to Randoseru Mi☆ Special,Special,Manga,['Takeshobo'],"['Slice of Life', 'Comedy', 'School', 'Seinen']",['Seven'],1.0,False,3 min,PG-13 - Teens 13 or older,6.45,2287.0,6001.0,5713.0,4086.0,1.0
Ane Kyun!: Joshi ga Ie ni Kita!,OVA,Manga,"['Pashmina', 'Studio 1st']",['Hentai'],[],1.0,False,25 min,Rx - Hentai,6.69,1852.0,,5388.0,4720.0,17.0
Sumiko (TV),TV,Original,"['Opera House', 'On-Lead']","['Comedy', 'Slice of Life', 'Kids']",[],8.0,False,3 min per ep,G - All Ages,4.42,38.0,13111.0,12496.0,180.0,1.0
Bokura wa Minna Kawai-sou Specials,Special,Manga,[],"['Comedy', 'Seinen']","[""Brain's Base""]",14.0,False,1 min per ep,PG-13 - Teens 13 or older,7.22,2691.0,2766.0,3837.0,10851.0,16.0
Ghibli ga Ippai Special Short Short,Special,Other,[],['Slice of Life'],['Studio Ghibli'],10.0,False,1 min per ep,G - All Ages,5.83,342.0,8178.0,8319.0,1293.0,1.0
Kana Kana Kazoku,ONA,Original,[],['Comedy'],['DLE'],,True,2 min,G - All Ages,5.1,20.0,11537.0,12442.0,183.0,0.0
Yowamushi Chinsengumi,Movie,Original,[],"['Comedy', 'Kids']",[],1.0,False,5 min,G - All Ages,5.05,21.0,13631.0,12948.0,155.0,0.0
Elite Jack!!,OVA,Manga,['Shogakukan Productions'],"['School', 'Shoujo']",[],6.0,False,13 min per ep,G - All Ages,6.33,18.0,10860.0,11666.0,244.0,2.0
Furueru Kuchibiru Episode 0,OVA,Manga,['Pashmina'],['Hentai'],[],1.0,False,24 min,Rx - Hentai,6.75,2028.0,,5552.0,4378.0,8.0
Agukaru: Play with Ibaraki-hen,ONA,Unknown,['Studio PuYUKAI'],"['Slice of Life', 'Magic', 'Supernatural']",[],20.0,False,7 min per ep,G - All Ages,5.5,51.0,8921.0,11311.0,289.0,0.0
No Game No Life Specials,Special,Light novel,['Media Factory'],"['Ecchi', 'Fantasy', 'Game']",['Madhouse'],6.0,False,3 min per ep,PG-13 - Teens 13 or older,6.8,50765.0,4436.0,963.0,100836.0,147.0
Moonfesta,Music,Original,['NHK'],"['Music', 'Kids']",[],1.0,False,2 min,G - All Ages,5.73,71.0,8423.0,13058.0,149.0,0.0
Love Live! The School Idol Movie,Movie,Original,"['Bandai Visual', 'Lantis', 'ASCII Media Works', 'Bushiroad', 'Graphinica', 'ILCA']","['Music', 'School', 'Slice of Life']",['Sunrise'],1.0,False,1 hr 42 min,PG-13 - Teens 13 or older,8.08,40476.0,471.0,1273.0,72658.0,1035.0
Akai Jitensha,Music,Original,['NHK'],"['Music', 'Kids']",[],1.0,False,2 min,G - All Ages,5.12,62.0,9598.0,12790.0,162.0,0.0
Fate/kaleid liner Prisma☆Illya 2wei! Specials,Special,Unknown,"['Lantis', 'DAX Production']","['Comedy', 'Ecchi', 'Fantasy', 'Magic']",['Silver Link.'],5.0,False,5 min per ep,PG-13 - Teens 13 or older,6.97,10822.0,3765.0,2661.0,23502.0,18.0
Akatsuki no Yona,TV,Manga,"['VAP', 'Hakusensha', 'AT-X', 'Delfi Sound', 'Marvelous AQL', 'Tokyo MX', 'Age Global Networks', 'Docomo Anime Store', 'Top-Insight International']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Shoujo']",['Studio Pierrot'],24.0,False,24 min per ep,PG-13 - Teens 13 or older,8.17,186223.0,354.0,169.0,380899.0,8922.0
Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen,Movie,Light novel,['Shochiku'],"['Action', 'Supernatural', 'Fantasy']",['Kyoto Animation'],1.0,False,1 hr 22 min,PG-13 - Teens 13 or older,7.8,34012.0,895.0,1256.0,74270.0,165.0
"Little Polar Bear: Shirokuma-kun, Doko e?",Movie,Unknown,['animate Film'],"['Adventure', 'Fantasy', 'Kids']",[],1.0,False,30 min,PG - Children,5.63,24.0,11864.0,12149.0,202.0,0.0
"Little Polar Bear: Shirokuma-kun, Fune ni Noru",OVA,Unknown,['animate Film'],"['Adventure', 'Fantasy', 'Kids']",[],1.0,False,26 min,PG - Children,5.82,45.0,11865.0,11611.0,251.0,0.0
Chiisana Koi no Monogatari: Chichi to Sally Hatsukoi no Shiki,Special,Unknown,['TBS'],"['Romance', 'Slice of Life', 'Shoujo']",[],1.0,False,1 hr 10 min,G - All Ages,5.38,26.0,10647.0,12689.0,167.0,0.0
Sensou ga Owatta Natsu ni 1945 Karafuto,Movie,Unknown,[],"['Historical', 'Drama']",[],1.0,False,1 hr 10 min,G - All Ages,7.71,7.0,12824.0,13567.0,125.0,0.0
Barakamon: Mijikamon,ONA,Manga,[],['Comedy'],['Kinema Citrus'],13.0,False,2 min per ep,G - All Ages,6.89,11554.0,4045.0,2595.0,24491.0,14.0
Sushi Ninja,ONA,Original,['Genco'],"['Action', 'Comedy', 'Fantasy']",[],3.0,False,4 min per ep,G - All Ages,5.53,124.0,8872.0,10456.0,442.0,0.0
Miracle Giants Doumu-kun Special,Special,Unknown,['Yomiko Advertising'],['Sports'],[],1.0,False,1 hr 2 min,PG - Children,5.71,21.0,12077.0,13522.0,127.0,0.0
Mister Ajikko Special,Special,Unknown,['TV Tokyo'],"['Comedy', 'Shounen']",['Sunrise'],1.0,False,23 min,G - All Ages,6.64,44.0,12089.0,12093.0,207.0,0.0
Furifure The Animation,OVA,Visual novel,['Pink Pineapple'],['Hentai'],['Office Takeout'],1.0,False,27 min,Rx - Hentai,6.33,1304.0,,6078.0,3500.0,9.0
Kaba Enchou no Doubutsuen Nikki,Special,Unknown,['Fuji TV'],"['Kids', 'Comedy', 'Drama']",['Toei Animation'],1.0,False,1 hr 15 min,G - All Ages,7.11,9.0,11444.0,13874.0,108.0,0.0
"Nikoniko, Pun",TV,Unknown,"['NHK', 'Oh! Production']","['Fantasy', 'Comedy', 'Kids']",[],40.0,False,9 min per ep,G - All Ages,6.0,22.0,12272.0,13476.0,129.0,2.0
Kizu darake no Tenshi-tachi,OVA,Unknown,[],"['Comedy', 'Ecchi', 'Parody', 'Seinen']",[],1.0,False,1 hr 10 min,R+ - Mild Nudity,5.53,19.0,11686.0,11985.0,215.0,0.0
Anime Roukyoku Kikou Shimizu no Jirochouden,TV,Unknown,[],"['Comedy', 'Historical', 'Drama']",[],30.0,False,15 min per ep,G - All Ages,5.22,18.0,10391.0,13255.0,139.0,0.0
Shin Dousei Jidai: Hawaiian Breeze,OVA,Unknown,['Animaruya'],"['Romance', 'Drama']",[],1.0,False,45 min,PG-13 - Teens 13 or older,6.54,13.0,12884.0,12585.0,174.0,0.0
Tom Sawyer no Bouken Specials,Special,Unknown,['Bandai Visual'],"['Adventure', 'Historical', 'Slice of Life', 'Drama']",['Nippon Animation'],2.0,False,45 min per ep,G - All Ages,6.2,72.0,7059.0,11351.0,285.0,0.0
Minami no Niji no Lucy Specials,Special,Unknown,['Bandai Visual'],"['Adventure', 'Slice of Life', 'Drama']",['Nippon Animation'],2.0,False,45 min per ep,G - All Ages,6.72,18.0,12056.0,12715.0,166.0,0.0
Makiba no Shoujo Katri Specials,Special,Novel,['Bandai Visual'],"['Adventure', 'Slice of Life', 'Historical', 'Drama']",['Nippon Animation'],2.0,False,45 min per ep,G - All Ages,6.67,18.0,11930.0,12643.0,170.0,0.0
Shoukoushi Cedie Specials,Special,Unknown,['Bandai Visual'],"['Slice of Life', 'Drama', 'Shoujo']",['Nippon Animation'],2.0,False,45 min per ep,G - All Ages,7.1,21.0,12945.0,12568.0,175.0,0.0
Bakumatsu Rock: Mystery! Onsen Kaijiken ze yo!!,OVA,Unknown,[],"['Music', 'Mystery']",['Studio Deen'],1.0,False,23 min,PG-13 - Teens 13 or older,6.09,307.0,7430.0,7591.0,1812.0,0.0
Trapp Ikka Monogatari Specials,Special,Unknown,['Bandai Visual'],"['Romance', 'Music', 'Historical', 'Drama']",['Nippon Animation'],2.0,False,45 min per ep,G - All Ages,6.42,54.0,6144.0,11603.0,253.0,0.0
Daisougen no Chiisana Tenshi Bush Baby Specials,Special,Unknown,['Bandai Visual'],"['Adventure', 'Drama']",['Nippon Animation'],2.0,False,45 min per ep,G - All Ages,5.81,27.0,10744.0,12527.0,177.0,0.0
Nanatsu no Umi no Tico Specials,Special,Unknown,['Bandai Visual'],"['Adventure', 'Slice of Life']",['Nippon Animation'],2.0,False,45 min per ep,G - All Ages,6.35,50.0,6435.0,11432.0,271.0,0.0
Meiken Lassie Specials,Special,Unknown,['Bandai Visual'],"['Adventure', 'Slice of Life']",['Nippon Animation'],2.0,False,45 min per ep,G - All Ages,6.53,17.0,12010.0,13262.0,139.0,0.0
Ie Naki Ko Remy Specials (2001),Special,Unknown,['Bandai Visual'],"['Adventure', 'Slice of Life', 'Drama']",['Nippon Animation'],2.0,False,45 min per ep,G - All Ages,6.94,129.0,3872.0,10103.0,523.0,0.0
Araiguma Rascal Specials,Special,Unknown,['Bandai Visual'],"['Slice of Life', 'Drama']",['Nippon Animation'],2.0,False,45 min per ep,G - All Ages,5.41,34.0,10422.0,12152.0,202.0,0.0
Hyakubanme no Saru,Movie,Unknown,['Kyowa Film'],"['Kids', 'Historical']",[],1.0,False,20 min,G - All Ages,6.31,13.0,11310.0,14011.0,102.0,0.0
Shiawase no Ouji,Movie,Unknown,[],['Kids'],[],1.0,False,19 min,G - All Ages,6.73,15.0,12857.0,13656.0,120.0,0.0
Hana Ichi Monme (OVA),OVA,Unknown,['Tokuma Shoten'],"['Adventure', 'Kids']",[],3.0,False,1 hr per ep,PG - Children,5.86,7.0,11101.0,14435.0,81.0,0.0
"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken",TV,Light novel,"['Sotsu', 'AT-X', 'Memory-Tech', 'Showgate', 'Happinet Pictures', 'BS Fuji', 'MAGES.', 'Contents Seed', 'Ichijinsha']","['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']",['Silver Link.'],12.0,False,23 min per ep,PG-13 - Teens 13 or older,7.01,66726.0,3643.0,688.0,139427.0,298.0
Sumiko,Special,Original,['Opera House'],"['Comedy', 'Slice of Life', 'Kids']",[],2.0,False,5 min per ep,G - All Ages,4.7,43.0,13110.0,13481.0,129.0,0.0
Sumiko no Egao,Music,Original,['Opera House'],"['Music', 'Kids']",[],1.0,False,6 min,G - All Ages,5.32,58.0,9294.0,13122.0,146.0,0.0
Inuyama Kamiko no Kireigoto ja Owaranai!,ONA,Unknown,[],['Slice of Life'],[],2.0,False,3 min per ep,G - All Ages,4.57,30.0,11360.0,12848.0,159.0,0.0
Majokko Shimai no Yoyo to Nene Movie Extra: Hatsukoi - Mikako Komatsu,Special,Manga,"['Starchild Records', 'Tokuma Shoten']",['Music'],['ufotable'],1.0,False,2 min,G - All Ages,6.08,493.0,7483.0,8529.0,1170.0,0.0
Ryuugajou Nanana no Maizoukin Specials,Special,Light novel,[],['Comedy'],['A-1 Pictures'],6.0,False,5 min per ep,PG-13 - Teens 13 or older,6.67,1144.0,5029.0,4876.0,6057.0,2.0
Oh! My Konbu,TV,Unknown,['TBS'],"['Comedy', 'Slice of Life', 'Shounen']",[],22.0,False,25 min per ep,G - All Ages,5.53,19.0,12367.0,12780.0,163.0,0.0
"Kono Danshi, Sekika ni Nayandemasu.",OVA,Original,[],"['Drama', 'School', 'Shounen Ai']",['CoMix Wave Films'],1.0,False,27 min,PG-13 - Teens 13 or older,7.16,6873.0,3039.0,3432.0,14240.0,37.0
Lu Ling,Movie,Unknown,['Shanghai Animation Film Studio'],['Kids'],[],1.0,False,20 min,G - All Ages,6.31,54.0,6600.0,12878.0,158.0,0.0
Trinity Seven,TV,Manga,"['TV Tokyo', 'Sotsu', 'Plum', 'Kadokawa Shoten', 'AT-X', 'Studio Mausu', 'Avex Pictures', 'Q-Tec', 'Docomo Anime Store', 'DeNA']","['Action', 'Harem', 'Comedy', 'Supernatural', 'Magic', 'Romance', 'Ecchi', 'Fantasy', 'School', 'Shounen']",['Seven Arcs Pictures'],12.0,False,24 min per ep,PG-13 - Teens 13 or older,7.39,212945.0,2133.0,162.0,390442.0,2669.0
Inou-Battle wa Nichijou-kei no Naka de,TV,Light novel,"['TV Tokyo', 'Sotsu', 'Half H.P Studio', 'Ultra Super Pictures', 'DIVE II Entertainment', 'Avex Pictures']","['Harem', 'Slice of Life', 'Comedy', 'Supernatural', 'Romance', 'School']",['Trigger'],12.0,False,24 min per ep,PG-13 - Teens 13 or older,7.28,111924.0,2544.0,363.0,232238.0,606.0
One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,Special,Manga,[],"['Adventure', 'Comedy', 'Fantasy', 'Shounen']",['Toei Animation'],1.0,False,1 hr 47 min,PG-13 - Teens 13 or older,8.04,29300.0,514.0,1746.0,46933.0,99.0
Tamayura: More Aggressive Picture Drama,Special,Original,[],"['Comedy', 'Drama']",['TYO Animations'],1.0,False,18 min,G - All Ages,6.37,190.0,6353.0,8538.0,1162.0,1.0
Xiao Kedou Zhao Mama,Movie,Original,['Shanghai Animation Film Studio'],['Kids'],[],1.0,False,15 min,G - All Ages,5.91,86.0,7967.0,11739.0,238.0,1.0
Gangsta.,TV,Manga,"['Bandai Visual', 'Frontier Works', 'Lantis', 'DAX Production', 'Tokyo MX']","['Action', 'Drama', 'Seinen']",['Manglobe'],12.0,False,23 min per ep,R - 17+ (violence & profanity),7.45,156065.0,1835.0,241.0,312908.0,2160.0
Donguri Mori e,OVA,Unknown,[],"['Fantasy', 'Kids']",['Toei Animation'],1.0,False,15 min,PG - Children,5.38,8.0,10802.0,14125.0,96.0,0.0
Akame ga Kill! Theater,ONA,Manga,"['White Fox', 'TOHO animation']",['Comedy'],['C-Station'],24.0,False,1 min per ep,PG-13 - Teens 13 or older,6.67,19818.0,5001.0,2015.0,37779.0,50.0
Nekketsu Jinmen Inu: Life Is Movie,OVA,Unknown,['CoMix Wave Films'],"['Parody', 'Comedy', 'Mystery']",[],3.0,False,16 min per ep,PG-13 - Teens 13 or older,5.55,38.0,12222.0,10515.0,428.0,3.0
Persona 4 the Animation: Mr. Experiment Shorts,Special,Unknown,['Aniplex'],['Comedy'],['AIC A.S.T.A.'],5.0,False,2 min per ep,PG-13 - Teens 13 or older,6.26,644.0,6818.0,5876.0,3808.0,5.0
Persona 4 the Animation: A Brief Lesson on Izanagi & Izanami,Special,Unknown,['Aniplex'],['School'],['AIC A.S.T.A.'],1.0,False,1 min,PG-13 - Teens 13 or older,6.66,883.0,5069.0,5636.0,4217.0,4.0
Megumi to Taiyou: Kajuu Gummi Tweet Love Story,Special,Original,[],"['Romance', 'Slice of Life']",['Madhouse'],1.0,False,3 min,G - All Ages,5.24,204.0,9428.0,9437.0,736.0,0.0
Megumi to Taiyou II: Kajuu Gummi Tweet Mystery - Kieta Sapphire Roman no Nazo,Special,Original,[],['Mystery'],"['Madhouse', 'MAPPA']",1.0,False,6 min,G - All Ages,5.16,134.0,9548.0,10219.0,492.0,0.0
Shinano Mainichi Shinbun,Special,Unknown,[],['Slice of Life'],[],1.0,False,15 sec,G - All Ages,5.51,938.0,8917.0,7423.0,1945.0,1.0
Kuusen Madoushi Kouhosei no Kyoukan,TV,Light novel,['flying DOG'],"['Action', 'Drama', 'Fantasy', 'Magic', 'School']",['Diomedea'],12.0,False,23 min per ep,PG-13 - Teens 13 or older,6.57,68848.0,5488.0,668.0,142044.0,264.0
Seireitsukai no Blade Dance Specials,Special,Unknown,[],"['Action', 'Supernatural', 'Ecchi', 'Fantasy', 'School']",['TNK'],6.0,False,3 min per ep,PG-13 - Teens 13 or older,6.79,10634.0,4488.0,2674.0,23231.0,16.0
Yomiuri Shimbun,Special,Unknown,[],['Historical'],['Studio Ghibli'],1.0,False,15 sec,G - All Ages,4.91,240.0,9846.0,9515.0,703.0,0.0
Futago no Mahoutsukai Lico to Gli,ONA,Original,[],"['Magic', 'Music']",[],4.0,False,1 min per ep,G - All Ages,5.26,102.0,9393.0,10535.0,425.0,1.0
Dosukoi! Wanpaku Dohyou,Movie,Unknown,[],"['Drama', 'Sports']",[],1.0,False,55 min,G - All Ages,5.4,10.0,10813.0,13739.0,115.0,0.0
Maya no Isshou,Movie,Unknown,['Mushi Production'],"['Historical', 'Slice of Life', 'Drama']",[],1.0,False,1 hr 10 min,G - All Ages,6.73,11.0,11990.0,12818.0,162.0,0.0
Haikyuu!!: Lev Genzan!,OVA,Manga,[],"['Sports', 'Shounen']",['Production I.G'],1.0,False,24 min,PG-13 - Teens 13 or older,7.85,26764.0,799.0,1704.0,48852.0,101.0
Isewan Taifuu Monogatari,Movie,Unknown,['Mushi Production'],"['Historical', 'Drama']",[],1.0,False,1 hr 25 min,G - All Ages,7.38,24.0,11372.0,12362.0,188.0,0.0
Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,Special,Manga,[],"['Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Shounen']",['Sunrise'],1.0,False,24 min,PG-13 - Teens 13 or older,8.15,9946.0,376.0,2779.0,21690.0,54.0
Sensuikan ni Koi wo Shita Kujira no Hanashi,Movie,Unknown,[],['Kids'],[],1.0,False,15 min,PG - Children,6.0,11.0,12826.0,13242.0,140.0,0.0
Diamond no Ace OVA,OVA,Manga,[],"['Comedy', 'Sports', 'School', 'Shounen']","['Production I.G', 'Madhouse']",3.0,False,23 min per ep,PG-13 - Teens 13 or older,7.65,4482.0,1225.0,3943.0,10248.0,19.0
Rance 01: Hikari wo Motomete The Animation,OVA,Visual novel,['Pink Pineapple'],"['Fantasy', 'Hentai', 'Magic']",['Seven'],4.0,False,26 min per ep,Rx - Hentai,7.7,6008.0,,3402.0,14552.0,234.0
Gensei Shugoshin P-hyoro Ikka OVA,OVA,Manga,"['Bandai Visual', 'Magic Bus']","['Adventure', 'Fantasy', 'Shoujo']",[],3.0,False,30 min per ep,PG-13 - Teens 13 or older,5.16,19.0,11000.0,12672.0,168.0,0.0
Pokemon XY: Koukoku no Princess Diancie,Special,Game,[],"['Comedy', 'Fantasy', 'Kids']",['OLM'],1.0,False,5 min,PG - Children,6.33,1930.0,6534.0,5675.0,4150.0,0.0
Moon Pride,Music,Unknown,['Starchild Records'],"['Music', 'Supernatural', 'Magic', 'Romance']",['Toei Animation'],1.0,False,3 min,PG-13 - Teens 13 or older,6.86,2060.0,4181.0,6064.0,3523.0,10.0
TOTO Green Challenge,ONA,Unknown,[],['Slice of Life'],['Liberty Animation Studio'],1.0,False,4 min,G - All Ages,5.0,86.0,9760.0,12289.0,192.0,0.0
Doraemon Movie 35: Nobita no Space Heroes,Movie,Unknown,[],"['Comedy', 'Kids', 'Shounen', 'Space']",['Shin-Ei Animation'],1.0,False,1 hr 40 min,PG - Children,6.99,458.0,3694.0,8748.0,1051.0,1.0
"Dragon Ball Z Movie 15: Fukkatsu no ""F""",Movie,Manga,"['Fuji TV', 'Bandai', 'Evil Line Records']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",['Toei Animation'],1.0,False,1 hr 47 min,PG-13 - Teens 13 or older,7.34,50309.0,2308.0,1214.0,76920.0,92.0
Master of Torque 2,ONA,Unknown,[],"['Action', 'Sci-Fi']",['Shimogumi'],1.0,False,23 min,G - All Ages,5.31,141.0,9310.0,10329.0,469.0,0.0
Absolute Duo,TV,Light novel,"['Half H.P Studio', 'AT-X', 'feng', 'Showgate']","['Action', 'Harem', 'Supernatural', 'Romance', 'Ecchi', 'School']",['8bit'],12.0,False,24 min per ep,R - 17+ (violence & profanity),6.73,165323.0,4749.0,269.0,294732.0,1144.0
Isuca,TV,Manga,"['Kadokawa Shoten', 'AT-X', 'DAX Production', 'KlockWorx', 'MAGES.']","['Action', 'Comedy', 'Ecchi', 'Romance', 'School', 'Seinen', 'Supernatural']",['Arms'],10.0,False,23 min per ep,R+ - Mild Nudity,6.15,44037.0,7228.0,992.0,96280.0,84.0
Chain Chronicle: Short Animation,OVA,Game,"['Sotsu', 'Sega']","['Action', 'Adventure', 'Magic', 'Fantasy', 'Shounen']",[],8.0,False,5 min per ep,PG-13 - Teens 13 or older,6.05,2108.0,7559.0,4497.0,7401.0,4.0
Brothers Conflict OVA,OVA,Novel,[],"['Harem', 'Romance', 'Shoujo']","[""Brain's Base""]",2.0,False,22 min per ep,PG-13 - Teens 13 or older,6.92,7699.0,3943.0,3251.0,15954.0,20.0
Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe Special,Special,Unknown,['Dream Creation'],"['Slice of Life', 'Comedy']",['Seven'],1.0,False,3 min,PG-13 - Teens 13 or older,5.62,1197.0,8686.0,6636.0,2779.0,1.0
Shin Strange+ Special,Special,Manga,['Dream Creation'],"['Slice of Life', 'Comedy', 'Josei']",['Seven'],1.0,False,Unknown,PG-13 - Teens 13 or older,5.89,298.0,8031.0,8055.0,1452.0,0.0
Avengers Confidential: Black Widow to Punisher,Movie,Other,['Sony Pictures Entertainment'],"['Action', 'Sci-Fi', 'Seinen']",['Madhouse'],1.0,False,1 hr 22 min,PG-13 - Teens 13 or older,6.42,1554.0,6099.0,6316.0,3169.0,6.0
Tatamp,Movie,Unknown,['Mirai Film'],['Music'],[],1.0,False,6 min,G - All Ages,5.25,196.0,9418.0,10716.0,388.0,0.0
Ishinomori Shoutarou no Rekishi Adventure,OVA,Unknown,"['Bandai Visual', 'Victor Entertainment']","['Samurai', 'Historical']",[],5.0,False,30 min per ep,G - All Ages,5.6,15.0,11376.0,13766.0,114.0,0.0
Megumi to Taiyou III: Kajuu Gummi Tweet Fantasy - Timeline World,Special,Original,[],['Fantasy'],"['Madhouse', 'MAPPA']",1.0,False,4 min,G - All Ages,5.21,129.0,9470.0,10472.0,439.0,0.0
fake!fake!,Music,Unknown,['Space Shower Music'],['Music'],[],1.0,False,3 min,G - All Ages,6.26,641.0,6806.0,8722.0,1063.0,0.0
Fuusen Inu Tinny,TV,Picture book,['NHK'],"['Adventure', 'Kids']","[""Steve N' Steven""]",26.0,False,5 min per ep,G - All Ages,5.2,20.0,10930.0,11964.0,216.0,1.0
Magic Kaito 1412,TV,Manga,"['Aniplex', 'Yomiuri Telecasting', 'DAX Production']","['Adventure', 'Comedy', 'Romance', 'Shounen']",['A-1 Pictures'],24.0,False,24 min per ep,PG-13 - Teens 13 or older,7.95,28237.0,634.0,1368.0,67441.0,650.0
